Name,Type,Speciality,Address,City,Postal_Code,Payment_accepted
William SAMAMA,Physician,Psychiatre,501 Rue Paradis,Marseille,13008,"Cash, Check, Credit card"
Théodore Busson,Physician,Psychologue,58 Boulevard Michelet,Marseille,13008,"Cash, Credit card"
Christophe Cutarella,Physician,Psychiatre,72 Chemin Rural de Fontainieu,Marseille,13014,"Cash, Check, Credit card"
Marine Vincenti,Physician,Psychiatre,72 Chemin Rural de Fontainieu,Marseille,13014,
Pascal LAPLACE,Physician,Psychologue,Rue Louis Deleuil,Allauch,13190,"Cash, Check, Credit card"
La Feuilleraie - Oxance 13,Hospital,Centre de santé,15 Avenue de Saint-Barnabé,Marseille,13004,"Cash, Check, Credit card"
Fanny chatard,Physician,Psychologue,10 Rue Saint-François de Sales,Marseille,13004,Credit card
Yaël POUGET,Physician,Médecin généraliste,24 Boulevard Georges Clemenceau,Marseille,13004,"Cash, Check, Credit card"
Camille TETIN,Physician,Psychologue,10 Place Sébastopol,Marseille,13004,"Cash, Check"
Jean-Michel PROCHASKA,Physician,Médecin généraliste,155 Route des Trois Lucs à la Valentine,Marseille,13011,"Cash, Check, Credit card"
Laurence FINIZIO,Physician,Psychologue,3 Square Stalingrad,Marseille,13001,"Cash, Check"
AP-HM - Assistance Publique - Hôpitaux de Marseille,Hospital,Hôpital public,264 Rue Saint-Pierre,Marseille,13005,
Giovanna PALLOTTINI,Physician,Psychologue,32 Rue Horace Bertin,Marseille,13005,"Cash, Check"
François Elie Schlama,Physician,Psychiatre,34 Rue Virgile Marron,Marseille,13005,"Cash, Check, Credit card"
Esther METAIS COHEN,Physician,Psychologue,11 Place Général de Gaulle,Marseille,13001,"Cash, Credit card"
Emilie Blachere,Physician,Psychologue,14 Rue Berlioz,Marseille,13006,"Cash, Check"
Pascal LAPLACE,Physician,Psychologue,60 Rue Saint-Jacques,Marseille,13006,"Cash, Check, Credit card"
Pascaline Bonnet,Physician,Psychologue,184 Rue Paradis,Marseille,13006,"Cash, Check"
Pascal MICAELLI,Physician,Psychologue,2 Boulevard Périer,Marseille,13008,"Cash, Check"
Bénédicte ADELINE-MERCIER,Physician,Psychologue,105 Rue Edmond Rostand,Marseille,13008,"Cash, Check"
Olivier THOMAS,Physician,Psychologue,2 Rue Marius Jauffret,Marseille,13008,"Cash, Check"
David MAGALON,Physician,Psychiatre,255 Avenue du Prado,Marseille,13008,"Cash, Check, Credit card"
La Feuilleraie - Oxance 13,Hospital,Centre de santé,15 Avenue de Saint-Barnabé,Marseille,13004,"Cash, Check, Credit card"
Fanny chatard,Physician,Psychologue,10 Rue Saint-François de Sales,Marseille,13004,Credit card
Yaël POUGET,Physician,Médecin généraliste,24 Boulevard Georges Clemenceau,Marseille,13004,"Cash, Check, Credit card"
Camille TETIN,Physician,Psychologue,10 Place Sébastopol,Marseille,13004,"Cash, Check"
AP-HM - Assistance Publique - Hôpitaux de Marseille,Hospital,Hôpital public,264 Rue Saint-Pierre,Marseille,13005,
Giovanna PALLOTTINI,Physician,Psychologue,32 Rue Horace Bertin,Marseille,13005,"Cash, Check"
François Elie Schlama,Physician,Psychiatre,34 Rue Virgile Marron,Marseille,13005,"Cash, Check, Credit card"
Laurence FINIZIO,Physician,Psychologue,3 Square Stalingrad,Marseille,13001,"Cash, Check"
Emilie Blachere,Physician,Psychologue,14 Rue Berlioz,Marseille,13006,"Cash, Check"
Esther METAIS COHEN,Physician,Psychologue,11 Place Général de Gaulle,Marseille,13001,"Cash, Credit card"
Jean-Michel PROCHASKA,Physician,Médecin généraliste,155 Route des Trois Lucs à la Valentine,Marseille,13011,"Cash, Check, Credit card"
Pascal MICAELLI,Physician,Psychologue,2 Boulevard Périer,Marseille,13008,"Cash, Check"
Pascal LAPLACE,Physician,Psychologue,166 Rue François Mauriac,Marseille,13010,"Cash, Check, Credit card"
Pascal LAPLACE,Physician,Psychologue,60 Rue Saint-Jacques,Marseille,13006,"Cash, Check, Credit card"
Pascaline Bonnet,Physician,Psychologue,184 Rue Paradis,Marseille,13006,"Cash, Check"
Olivier THOMAS,Physician,Psychologue,2 Rue Marius Jauffret,Marseille,13008,"Cash, Check"
Bénédicte ADELINE-MERCIER,Physician,Psychologue,105 Rue Edmond Rostand,Marseille,13008,"Cash, Check"
David MAGALON,Physician,Psychiatre,255 Avenue du Prado,Marseille,13008,"Cash, Check, Credit card"
Théodore Busson,Physician,Psychologue,58 Boulevard Michelet,Marseille,13008,"Cash, Credit card"
Elodie Ranchoux,Physician,Psychologue,14 Rue Raphaël,Marseille,13008,"Cash, Check"
Jean-Michel PROCHASKA,Physician,Médecin généraliste,155 Route des Trois Lucs à la Valentine,Marseille,13011,"Cash, Check, Credit card"
Pascal LAPLACE,Physician,Psychologue,166 Rue François Mauriac,Marseille,13010,"Cash, Check, Credit card"
Matthieu Gros,Physician,Psychiatre,217 Ancien Chemin de Cassis,Marseille,13009,"Check, Credit card"
La Feuilleraie - Oxance 13,Hospital,Centre de santé,15 Avenue de Saint-Barnabé,Marseille,13004,"Cash, Check, Credit card"
AP-HM - Assistance Publique - Hôpitaux de Marseille,Hospital,Hôpital public,264 Rue Saint-Pierre,Marseille,13005,
Fanny chatard,Physician,Psychologue,10 Rue Saint-François de Sales,Marseille,13004,Credit card
Laurence Devolder,Physician,Diététicienne,10 Traverse de la Gaye,Marseille,13009,"Cash, Check, Credit card"
Camille TETIN,Physician,Psychologue,10 Place Sébastopol,Marseille,13004,"Cash, Check"
Yaël POUGET,Physician,Médecin généraliste,24 Boulevard Georges Clemenceau,Marseille,13004,"Cash, Check, Credit card"
François Elie Schlama,Physician,Psychiatre,34 Rue Virgile Marron,Marseille,13005,"Cash, Check, Credit card"
Julien Miech,Physician,Psychologue,7 chemin du Mont Gibao,Cassis,13260,"Cash, Check, Credit card"
Pascal LAPLACE,Physician,Psychologue,Rue Louis Deleuil,Allauch,13190,"Cash, Check, Credit card"
Théodore Busson,Physician,Psychologue,58 Boulevard Michelet,Marseille,13008,"Cash, Credit card"
David MAGALON,Physician,Psychiatre,255 Avenue du Prado,Marseille,13008,"Cash, Check, Credit card"
Elodie Ranchoux,Physician,Psychologue,14 Rue Raphaël,Marseille,13008,"Cash, Check"
Giovanna PALLOTTINI,Physician,Psychologue,32 Rue Horace Bertin,Marseille,13005,"Cash, Check"
Pascal MICAELLI,Physician,Psychologue,2 Boulevard Périer,Marseille,13008,"Cash, Check"
Olivier THOMAS,Physician,Psychologue,2 Rue Marius Jauffret,Marseille,13008,"Cash, Check"
William SAMAMA,Physician,Psychiatre,501 Rue Paradis,Marseille,13008,"Cash, Check, Credit card"
Bénédicte ADELINE-MERCIER,Physician,Psychologue,105 Rue Edmond Rostand,Marseille,13008,"Cash, Check"
Pascal LAPLACE,Physician,Psychologue,166 Rue François Mauriac,Marseille,13010,"Cash, Check, Credit card"
Matthieu Gros,Physician,Psychiatre,217 Ancien Chemin de Cassis,Marseille,13009,"Check, Credit card"
Laurence Devolder,Physician,Diététicienne,10 Traverse de la Gaye,Marseille,13009,"Cash, Check, Credit card"
Théodore Busson,Physician,Psychologue,58 Boulevard Michelet,Marseille,13008,"Cash, Credit card"
AP-HM - Assistance Publique - Hôpitaux de Marseille,Hospital,Hôpital public,264 Rue Saint-Pierre,Marseille,13005,
Elodie Ranchoux,Physician,Psychologue,14 Rue Raphaël,Marseille,13008,"Cash, Check"
David MAGALON,Physician,Psychiatre,255 Avenue du Prado,Marseille,13008,"Cash, Check, Credit card"
William SAMAMA,Physician,Psychiatre,501 Rue Paradis,Marseille,13008,"Cash, Check, Credit card"
Pascal MICAELLI,Physician,Psychologue,2 Boulevard Périer,Marseille,13008,"Cash, Check"
Olivier THOMAS,Physician,Psychologue,2 Rue Marius Jauffret,Marseille,13008,"Cash, Check"
François Elie Schlama,Physician,Psychiatre,34 Rue Virgile Marron,Marseille,13005,"Cash, Check, Credit card"
Bénédicte ADELINE-MERCIER,Physician,Psychologue,105 Rue Edmond Rostand,Marseille,13008,"Cash, Check"
Martine CAPEL,Physician,Psychologue,16 Rue Marie Louise,Marseille,13008,"Cash, Check"
Camille TETIN,Physician,Psychologue,10 Place Sébastopol,Marseille,13004,"Cash, Check"
Gwenaël Dinéty,Physician,Psychologue,141 Avenue de Hambourg,Marseille,13008,"Cash, Check"
Fanny chatard,Physician,Psychologue,10 Rue Saint-François de Sales,Marseille,13004,Credit card
Yaël POUGET,Physician,Médecin généraliste,24 Boulevard Georges Clemenceau,Marseille,13004,"Cash, Check, Credit card"
Emilie Blachere,Physician,Psychologue,14 Rue Berlioz,Marseille,13006,"Cash, Check"
La Feuilleraie - Oxance 13,Hospital,Centre de santé,15 Avenue de Saint-Barnabé,Marseille,13004,"Cash, Check, Credit card"
Pascaline Bonnet,Physician,Psychologue,184 Rue Paradis,Marseille,13006,"Cash, Check"
Laurence Devolder,Physician,Diététicienne,10 Traverse de la Gaye,Marseille,13009,"Cash, Check, Credit card"
Matthieu Gros,Physician,Psychiatre,217 Ancien Chemin de Cassis,Marseille,13009,"Check, Credit card"
Pascal LAPLACE,Physician,Psychologue,166 Rue François Mauriac,Marseille,13010,"Cash, Check, Credit card"
Martine CAPEL,Physician,Psychologue,16 Rue Marie Louise,Marseille,13008,"Cash, Check"
Gwenaël Dinéty,Physician,Psychologue,141 Avenue de Hambourg,Marseille,13008,"Cash, Check"
Théodore Busson,Physician,Psychologue,58 Boulevard Michelet,Marseille,13008,"Cash, Credit card"
Natalia Defoy,Physician,Psychologue,10 Boulevard des Joncs,Marseille,13008,"Cash, Check, Credit card"
Elodie Ranchoux,Physician,Psychologue,14 Rue Raphaël,Marseille,13008,"Cash, Check"
David MAGALON,Physician,Psychiatre,255 Avenue du Prado,Marseille,13008,"Cash, Check, Credit card"
William SAMAMA,Physician,Psychiatre,501 Rue Paradis,Marseille,13008,"Cash, Check, Credit card"
Pascal MICAELLI,Physician,Psychologue,2 Boulevard Périer,Marseille,13008,"Cash, Check"
Olivier THOMAS,Physician,Psychologue,2 Rue Marius Jauffret,Marseille,13008,"Cash, Check"
Bénédicte ADELINE-MERCIER,Physician,Psychologue,105 Rue Edmond Rostand,Marseille,13008,"Cash, Check"
AP-HM - Assistance Publique - Hôpitaux de Marseille,Hospital,Hôpital public,264 Rue Saint-Pierre,Marseille,13005,
Pascaline Bonnet,Physician,Psychologue,184 Rue Paradis,Marseille,13006,"Cash, Check"
François Elie Schlama,Physician,Psychiatre,34 Rue Virgile Marron,Marseille,13005,"Cash, Check, Credit card"
Emilie Blachere,Physician,Psychologue,14 Rue Berlioz,Marseille,13006,"Cash, Check"
Camille TETIN,Physician,Psychologue,10 Place Sébastopol,Marseille,13004,"Cash, Check"
Pascal LAPLACE,Physician,Psychologue,60 Rue Saint-Jacques,Marseille,13006,"Cash, Check, Credit card"
Giovanna PALLOTTINI,Physician,Psychologue,32 Rue Horace Bertin,Marseille,13005,"Cash, Check"
Christian Bulart,Physician,Psychologue,99 Rue Oberkampf,Paris,75011,"Cash, Check"
Diane Laroche,Physician,Diététicienne,17 Rue Saint-Sébastien,Paris,75011,Credit card
Sophie COTILLON,Physician,Diététicienne,43 Rue Faidherbe,Paris,75011,"Cash, Credit card"
Serge NABET,Physician,Médecin généraliste,34 Avenue de la République,Paris,75011,"Cash, Credit card"
Sophia EL KANABI,Physician,Psychologue,33 Rue de la Roquette,Paris,75011,"Cash, Check"
Sandra JACQUELINE,Physician,Psychologue,38 Boulevard Beaumarchais,Paris,75011,"Cash, Check"
Nebri DALILA,Physician,Diététicienne,127 Boulevard Voltaire,Paris,75011,"Cash, Check"
Claudia Boddin,Physician,Psychologue,64 Rue Amelot,Paris,75011,"Cash, Check, Credit card"
Mathilde BRAUN,Physician,Psychologue,10 Rue Neuve Popincourt,Paris,75011,"Cash, Check"
Ronan Wellebrouck,Physician,Psychologue,26 Boulevard Beaumarchais,Paris,75011,"Cash, Check"
Jean Michel BUIZARD,Physician,Psychologue,26 Rue Breguet,Paris,75011,"Cash, Check"
Daniela DONDOS,Physician,Psychologue,33 Rue de la Roquette,Paris,75011,"Cash, Check"
Institut Alfred Fournier ,Hospital,Centre de santé,44-50 Rue Pétion,Paris,75011,"Cash, Check, Credit card"
Sébastien Lamotte,Physician,Psychologue,3bis Rue Jules Vallès,Paris,75011,"Cash, Check"
Jolanta Demirian,Physician,Psychologue,12 Rue du Repos,Paris,75020,"Cash, Check"
Didier Groevius,Physician,Psychologue,19 Rue Jean Beausire,Paris,75004,"Cash, Check, Credit card"
Hôpital Saint-Antoine - AP-HP,Hospital,Hôpital public,184 Rue du Faubourg Saint-Antoine,Paris,75012,
Olivier Grenier,Physician,Psychologue,6 Rue de Jarente,Paris,75004,Cash
Wladimir Hindryckx,Physician,Psychologue,44 Boulevard Diderot,Paris,75012,"Cash, Check"
Geoffrey Robert,Physician,Psychologue,3 Rue d'Ormesson,Paris,75004,Cash
Nicolas GYSEL,Physician,Psychologue,8 Rue Tesson,Paris,75010,"Cash, Check"
Jean-Pierre DEMANGE,Physician,Psychologue,8 Boulevard de Magenta,Paris,75010,"Cash, Check"
Pierre Morales Lopez,Physician,Psychologue,16 Rue de l'Échiquier,Paris,75010,Credit card
Sophia MALAVOY,Physician,Psychologue,59 Rue des Petites Écuries,Paris,75010,"Cash, Check"
Lola Ferrand-Gans,Physician,Psychologue,18 Rue de Mazagran,Paris,75010,"Cash, Check"
Franck GOLDBRONN,Physician,Psychologue,53 Rue de Maubeuge,Paris,75009,"Cash, Check"
Aurélie Garneau,Physician,Psychologue,29 Rue Bleue,Paris,75009,"Cash, Check, Credit card"
Olivier Galy,Physician,Médecin généraliste,16 Rue de Provence,Paris,75009,"Cash, Check"
Jeffrey Levy,Physician,Psychologue,10 Rue Doudeauville,Paris,75018,"Cash, Check"
Nicolas DELIMBEUF,Physician,Psychiatre,10 Rue du Sentier,Paris,75002,"Cash, Check, Credit card"
Centre médical Réaumur - CPAM Paris,Hospital,Centre médical et dentaire,106 Rue Réaumur,Paris,75002,"Cash, Check, Credit card"
Celine BONNAIRE,Physician,Psychologue,239 Rue Saint-Martin,Paris,75003,"Cash, Check"
Sabrina Merabet,Physician,Psychologue,33 Rue Jean-Baptiste Pigalle,Paris,75009,"Cash, Check"
Giovanni GALANTI,Physician,Psychologue,175 Rue du Temple,Paris,75003,"Cash, Check"
Héloise PHAM,Physician,Psychiatre,175 Rue du Temple,Paris,75003,"Cash, Check, Credit card"
Lydia BOUMAARAFI,Physician,Médecin généraliste,25 Rue Clovis Hugues,Paris,75019,"Cash, Check, Credit card"
Frederique thiery,Physician,Psychologue,8 Rue Blanche,Paris,75009,"Cash, Check"
Géraldine BERANGER,Physician,Psychologue,9Bis Rue Jean-Baptiste Pigalle,Paris,75009,"Cash, Check"
Aurore Obadia,Physician,Psychologue,39 Avenue Jean Jaurès,Paris,75019,"Cash, Check"
David DREYFUS,Physician,Psychologue,39 Avenue Jean Jaurès,Paris-19E-Arrondissement,75019,"Cash, Check"
Lara SANT'ANA,Physician,Psychologue,31 Rue de Douai,Paris,75009,"Cash, Check"
Aurélie Garneau,Physician,Psychologue,29 Rue Bleue,Paris,75009,"Cash, Check, Credit card"
Sabrina Merabet,Physician,Psychologue,33 Rue Jean-Baptiste Pigalle,Paris,75009,"Cash, Check"
Till BRAND,Physician,Psychologue,13 Rue de Liège,Paris,75009,"Cash, Check, Credit card"
Olivier Galy,Physician,Médecin généraliste,16 Rue de Provence,Paris,75009,"Cash, Check"
Vanessa Mikowski,Physician,Psychologue,9 Place Adolphe Max,Paris,75009,"Cash, Check"
Philippe DE AZEVEDO,Physician,Addictologue,22 Rue de Vintimille,Paris,75009,Check
Frederique thiery,Physician,Psychologue,8 Rue Blanche,Paris,75009,"Cash, Check"
Géraldine BERANGER,Physician,Psychologue,9Bis Rue Jean-Baptiste Pigalle,Paris,75009,"Cash, Check"
Franck GOLDBRONN,Physician,Psychologue,53 Rue de Maubeuge,Paris,75009,"Cash, Check"
Sophia MALAVOY,Physician,Psychologue,59 Rue des Petites Écuries,Paris,75010,"Cash, Check"
Matthieu Mencia-Huerta,Physician,Psychologue,23 Rue Clapeyron,Paris,75008,"Cash, Check"
Barbara marx,Physician,Psychologue,24 Rue Saint-Augustin,Paris,75002,"Cash, Check"
Nicolas DELIMBEUF,Physician,Psychiatre,10 Rue du Sentier,Paris,75002,"Cash, Check, Credit card"
Catherine PRIMARD,Physician,Psychologue,46 Rue des Saules,Paris,75018,"Cash, Check"
Pierre Morales Lopez,Physician,Psychologue,16 Rue de l'Échiquier,Paris,75010,Credit card
Carole ATTIA,Physician,Psychologue,23 Bis Rue Duhesme,Paris,75018,"Cash, Check"
Aurore Bonneau-Jamot,Physician,Psychologue,23bis Rue Duhesme,Paris,75018,"Cash, Check"
Lola Ferrand-Gans,Physician,Psychologue,18 Rue de Mazagran,Paris,75010,"Cash, Check"
Centre médical Réaumur - CPAM Paris,Hospital,Centre médical et dentaire,106 Rue Réaumur,Paris,75002,"Cash, Check, Credit card"
Avital Denan Thieulin,Physician,Psychologue,44 Rue de Miromesnil,Paris,75008,"Cash, Check, Credit card"
Matthieu Mencia-Huerta,Physician,Psychologue,23 Rue Clapeyron,Paris,75008,"Cash, Check"
Pascal PIERLOT,Physician,Psychiatre,80 rue Monceau,PARIS,75008,"Cash, Check, Credit card"
Sophia MALAVOY,Physician,Psychologue,28 Avenue de Friedland,Paris,75008,"Cash, Check"
Micheli-Rechtman Vannina,Physician,Psychiatre,38 Rue du Colisée,Paris,75008,"Cash, Check, Credit card"
Olivier Dublanchet,Physician,Psychiatre,36 Rue du Mont Thabor,Paris,75001,"Cash, Check, Credit card"
Association Formation Addiction Baclofene,Hospital,Centre de santé,36 Rue de l'Amiral Hamelin,Paris,75116,"Cash, Check, Credit card"
Aleksandra Kosinska,Physician,Psychologue,11 Bis Avenue Elisée Reclus,Paris,75007,"Cash, Check"
Céline BERDAH,Physician,Psychiatre,13 Rue de Tocqueville,Paris,75017,"Cash, Check, Credit card"
Lavinia Ionita,Physician,Addictologue,1 Rue de Villersexel,Paris,75007,"Cash, Credit card"
Georges Archambault,Physician,Psychiatre,138 Rue de Courcelles,Paris,75017,"Cash, Check"
Michel SANANES,Physician,Psychiatre,138 Rue de Courcelles,Paris,75017,"Cash, Check"
Till BRAND,Physician,Psychologue,13 Rue de Liège,Paris,75009,"Cash, Check, Credit card"
Barbara marx,Physician,Psychologue,24 Rue Saint-Augustin,Paris,75002,"Cash, Check"
Odile Piriou,Physician,Psychologue,99 Avenue de Villiers,Paris,75017,"Cash, Check"
Frederique thiery,Physician,Psychologue,8 Rue Blanche,Paris,75009,"Cash, Check"
Géraldine BERANGER,Physician,Psychologue,9Bis Rue Jean-Baptiste Pigalle,Paris,75009,"Cash, Check"
Philippe DE AZEVEDO,Physician,Addictologue,22 Rue de Vintimille,Paris,75009,Check
Sabrina Merabet,Physician,Psychologue,33 Rue Jean-Baptiste Pigalle,Paris,75009,"Cash, Check"
Vanessa Mikowski,Physician,Psychologue,9 Place Adolphe Max,Paris,75009,"Cash, Check"
Lavinia Ionita,Physician,Addictologue,1 Rue de Villersexel,Paris,75007,"Cash, Credit card"
Aleksandra Kosinska,Physician,Psychologue,11 Bis Avenue Elisée Reclus,Paris,75007,"Cash, Check"
Arnaud Trabuc,Physician,Psychiatre,4 Rue Chomel,Paris,75007,"Cash, Check, Credit card"
Guillaume Chevalier,Physician,Psychologue,4 Rue Oudinot,Paris,75007,"Cash, Check"
Géraldine BERANGER,Physician,Psychologue,49 Avenue de la Motte-Picquet,Paris,75015,"Cash, Check"
Antonio Nogueira,Physician,Psychologue,6 Rue Régis,Paris,75006,"Cash, Check"
Jean-Philippe RONDIER,Physician,Psychiatre,5 Rue de Bérite,Paris,75006,"Cash, Check, Credit card"
Leslie ANANOU,Physician,Psychologue,8 Rue du Regard,Paris,75006,"Cash, Check"
Paula Moreau Reicher,Physician,Psychologue,7 Rue Nicolas Charlet,Paris,75015,"Cash, Check"
Philippe JAURY,Physician,Médecin généraliste,96 Rue Lecourbe,Paris,75015,"Cash, Check"
Dan VELEA,Physician,Psychiatre,75 Rue de Rennes,Paris,75006,"Cash, Check, Credit card"
Fathia BELAID,Physician,Psychologue,20 Rue Saint-Saëns,Paris,75015,"Cash, Check"
Romina Boduroglu barday,Physician,Psychologue,43 Rue d'Assas,Paris,75006,"Cash, Check"
Mauricio Rugeles Schoonewolff,Physician,Psychologue,16 Bis Rue d'Odessa,Paris,75014,"Cash, Check"
Carmen APOPEI,Physician,Psychologue,87B Rue Blomet,Paris,75015,"Cash, Check"
Veronique Bibas,Physician,Psychologue,47 Rue Notre Dame des Champs,Paris,75006,"Cash, Check"
Dorothee NGUYEN VAN SUONG,Physician,Infirmière,30 Rue du Général Beuret,Paris,75015,"Cash, Check"
Olivier Dublanchet,Physician,Psychiatre,36 Rue du Mont Thabor,Paris,75001,"Cash, Check, Credit card"
Jean Doridot,Physician,Psychologue,109 Rue des Entrepreneurs,Paris,75015,"Cash, Check"
Melis HURDANA,Physician,Psychologue,6 Rue Georges Citerne,Paris,75015,"Cash, Check"
Dan VELEA,Physician,Psychiatre,75 Rue de Rennes,Paris,75006,"Cash, Check, Credit card"
Leslie ANANOU,Physician,Psychologue,8 Rue du Regard,Paris,75006,"Cash, Check"
Boris GUIMPEL,Physician,Psychologue,2 Cour du Commerce Saint-André,Paris,75006,Cash
Jean-Philippe RONDIER,Physician,Psychiatre,5 Rue de Bérite,Paris,75006,"Cash, Check, Credit card"
Sophie janvier,Physician,Diététicienne,6 Place Saint-Michel,Paris,75006,"Cash, Credit card"
Antonio Nogueira,Physician,Psychologue,6 Rue Régis,Paris,75006,"Cash, Check"
Romina Boduroglu barday,Physician,Psychologue,43 Rue d'Assas,Paris,75006,"Cash, Check"
Veronique Bibas,Physician,Psychologue,47 Rue Notre Dame des Champs,Paris,75006,"Cash, Check"
Bruno JOURNE,Physician,Addictologue,93 Rue de Seine,Paris,75006,"Cash, Check, Credit card"
Arnaud Trabuc,Physician,Psychiatre,4 Rue Chomel,Paris,75007,"Cash, Check, Credit card"
Guillaume Chevalier,Physician,Psychologue,4 Rue Oudinot,Paris,75007,"Cash, Check"
Mauricio Rugeles Schoonewolff,Physician,Psychologue,16 Bis Rue d'Odessa,Paris,75014,"Cash, Check"
Camille Perrotte,Physician,Psychiatre,61 Boulevard Saint-Michel,Paris,75005,"Cash, Check, Credit card"
Paula Moreau Reicher,Physician,Psychologue,7 Rue Nicolas Charlet,Paris,75015,"Cash, Check"
Lavinia Ionita,Physician,Addictologue,1 Rue de Villersexel,Paris,75007,"Cash, Credit card"
Joanna DELAROCHE,Physician,Psychologue,71bis Rue Froidevaux,Paris,75014,"Cash, Check"
Service de Chirurgie digestive hépato-biliaire endocrinienne - Hôpital Cochin - AP-HP,Hospital,Hôpital public,27 Rue du Faubourg Saint-Jacques,Paris,75014,"Cash, Check, Credit card"
Mildred SALAS,Physician,Psychologue,146 Rue du Château,Paris,75014,"Cash, Check"
Sandrine Claire RICHARD,Physician,Psychologue,41 Boulevard Saint-Germain,Paris,75005,"Cash, Check"
Delphine Fraitag,Physician,Psychiatre,35 Rue de l'Arbalète,Paris,75005,"Cash, Check, Credit card"
Sandrine Claire RICHARD,Physician,Psychologue,41 Boulevard Saint-Germain,Paris,75005,"Cash, Check"
Delphine Fraitag,Physician,Psychiatre,35 Rue de l'Arbalète,Paris,75005,"Cash, Check, Credit card"
Camille Perrotte,Physician,Psychiatre,61 Boulevard Saint-Michel,Paris,75005,"Cash, Check, Credit card"
Geneviève LAFAYE,Physician,Psychiatre,16 Rue Royer-Collard,Paris,75005,
Florence PUJOL,Physician,Diététicienne,56 Boulevard de Port-Royal,Paris,75005,Cash
Laurent GARCIA,Physician,Psychologue,30 Boulevard de l'Hôpital,Paris,75005,"Cash, Check"
Xavier LEBARD,Physician,Psychiatre,178 Rue Jeanne d'Arc,Paris,75013,"Cash, Check, Credit card"
Hôpital de la Pitié-Salpêtrière - AP-HP,Hospital,Hôpital public,83 Boulevard de l'Hôpital,Paris,75013,
Harbans NAGPAL,Physician,Psychologue,65 Rue Pascal,Paris,75013,"Cash, Check"
Junko ASAKAWA,Physician,Psychologue,27 Rue des Cordelières,Paris,75013,"Cash, Check"
Rute  Freitas,Physician,Psychologue,18 Rue Pinel,Paris,75013,"Cash, Check"
Emmanuelle MICHAUX,Physician,Psychologue,9 Avenue de la Soeur Rosalie,Paris,75013,"Cash, Check"
Service de Chirurgie digestive hépato-biliaire endocrinienne - Hôpital Cochin - AP-HP,Hospital,Hôpital public,27 Rue du Faubourg Saint-Jacques,Paris,75014,"Cash, Check, Credit card"
Tereza Pinto,Physician,Psychologue,151 Rue Léon-Maurice Nordmann,Paris,75013,"Cash, Check"
Jean Marc CAMPIUTTI,Physician,Psychologue,19 Rue Bobillot,Paris,75013,"Cash, Check"
Institut Alfred Fournier ,Hospital,Centre de santé,25 Bd Saint-Jacques,Paris,75014,"Cash, Check, Credit card"
Alain LEFEBVRE,Physician,Psychologue,16 Rue Vandrezanne,Paris,75013,"Cash, Check"
Ouerdia BOUAB,Physician,Psychiatre,15 Rue d'Arcole,Paris,75004,"Cash, Check, Credit card"
Iliana STAN,Physician,Psychologue,10 Rue Chéreau,Paris,75013,Cash
Sophie janvier,Physician,Diététicienne,6 Place Saint-Michel,Paris,75006,"Cash, Credit card"
Céline Meyer,Physician,Psychologue,92 Rue Saint-Antoine,Paris,75004,"Cash, Check"
Helene LEFORT VONGMANY,Physician,Psychologue,3 Rue Simon le Franc,Paris,75004,"Cash, Check"
Didier Groevius,Physician,Psychologue,19 Rue Jean Beausire,Paris,75004,"Cash, Check, Credit card"
Ouerdia BOUAB,Physician,Psychiatre,15 Rue d'Arcole,Paris,75004,"Cash, Check, Credit card"
Geoffrey Robert,Physician,Psychologue,3 Rue d'Ormesson,Paris,75004,Cash
Olivier Grenier,Physician,Psychologue,6 Rue de Jarente,Paris,75004,Cash
Sophie janvier,Physician,Diététicienne,6 Place Saint-Michel,Paris,75006,"Cash, Credit card"
Sandrine Claire RICHARD,Physician,Psychologue,41 Boulevard Saint-Germain,Paris,75005,"Cash, Check"
Florence CHOPARD,Physician,Psychologue,3 Rue de Turbigo,Paris,75001,"Cash, Check"
Celine BONNAIRE,Physician,Psychologue,239 Rue Saint-Martin,Paris,75003,"Cash, Check"
Boris GUIMPEL,Physician,Psychologue,2 Cour du Commerce Saint-André,Paris,75006,Cash
Giovanni GALANTI,Physician,Psychologue,175 Rue du Temple,Paris,75003,"Cash, Check"
Héloise PHAM,Physician,Psychiatre,175 Rue du Temple,Paris,75003,"Cash, Check, Credit card"
Sandra JACQUELINE,Physician,Psychologue,38 Boulevard Beaumarchais,Paris,75011,"Cash, Check"
Bruno JOURNE,Physician,Addictologue,93 Rue de Seine,Paris,75006,"Cash, Check, Credit card"
Ronan Wellebrouck,Physician,Psychologue,26 Boulevard Beaumarchais,Paris,75011,"Cash, Check"
Claudia Boddin,Physician,Psychologue,64 Rue Amelot,Paris,75011,"Cash, Check, Credit card"
Thierry Saint-Marc,Physician,Addictologue,52 Rue Étienne Marcel,Paris,75002,"Cash, Check"
Centre médical Réaumur - CPAM Paris,Hospital,Centre médical et dentaire,106 Rue Réaumur,Paris,75002,"Cash, Check, Credit card"
Camille Perrotte,Physician,Psychiatre,61 Boulevard Saint-Michel,Paris,75005,"Cash, Check, Credit card"
Giovanni GALANTI,Physician,Psychologue,175 Rue du Temple,Paris,75003,"Cash, Check"
Celine BONNAIRE,Physician,Psychologue,239 Rue Saint-Martin,Paris,75003,"Cash, Check"
Héloise PHAM,Physician,Psychiatre,175 Rue du Temple,Paris,75003,"Cash, Check, Credit card"
